date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
20030315,Kenya,Uganda,2,2,Friendly,Nairobi,Kenya,FALSE
20030315,Rwanda,Burundi,4,2,Friendly,Kigali,Rwanda,FALSE
20030316,Kyrgyzstan,Afghanistan,1,2,AFC Asian Cup qualification,Kathmandu,Nepal,TRUE
20030316,Lesotho,Congo DR,2,2,Friendly,Maseru,Lesotho,FALSE
20030316,Zimbabwe,Malawi,0,0,Friendly,Harare,Zimbabwe,FALSE
20030318,Nepal,Afghanistan,4,0,AFC Asian Cup qualification,Kathmandu,Nepal,FALSE
20030319,Egypt,Qatar,6,0,Friendly,Port Said,Egypt,FALSE
20030319,Mexico,Bolivia,2,0,Friendly,Dallas,USA,TRUE
20030319,Swaziland,Lesotho,1,0,Friendly,Lobamba,Swaziland,FALSE
20030320,Nepal,Kyrgyzstan,0,2,AFC Asian Cup qualification,Kathmandu,Nepal,FALSE
20030321,Macau,Pakistan,0,3,AFC Asian Cup qualification,Singapore,Singapore,TRUE
20030321,Maldives,Brunei,1,1,AFC Asian Cup qualification,Male,Maldives,FALSE
20030321,Sri Lanka,East Timor,3,2,AFC Asian Cup qualification,Colombo,Sri Lanka,FALSE
20030322,Mozambique,Lesotho,0,0,COSAFA Cup,Maputo,Mozambique,FALSE
20030322,Rwanda,Zambia,1,1,Friendly,Kigali,Rwanda,FALSE
20030323,Benin,Equatorial Guinea,2,1,Friendly,Cotonou,Benin,FALSE
20030323,Burma,Brunei,5,0,AFC Asian Cup qualification,Male,Maldives,TRUE
20030323,Jamaica,Barbados,2,1,Friendly,Kingston,Jamaica,FALSE
20030323,Kenya,Tanzania,4,0,Friendly,Nairobi,Kenya,FALSE
20030323,Singapore,Macau,2,0,AFC Asian Cup qualification,Singapore,Singapore,FALSE
20030324,Korea DPR,India,2,0,AFC Asian Cup qualification,P'yongyang,Korea DPR,FALSE
20030324,Rwanda,Zambia,0,3,Friendly,Kigali,Rwanda,FALSE
20030325,Hong Kong,Laos,5,1,AFC Asian Cup qualification,Kowloon,Hong Kong,FALSE
20030325,Maldives,Burma,0,2,AFC Asian Cup qualification,Male,Maldives,FALSE
20030325,Singapore,Pakistan,3,0,AFC Asian Cup qualification,Singapore,Singapore,FALSE
20030325,Sri Lanka,Taiwan,2,1,AFC Asian Cup qualification,Colombo,Sri Lanka,FALSE
20030326,Austria,Greece,2,2,Friendly,Graz,Austria,FALSE
20030326,Burundi,Burkina Faso,0,0,Friendly,Bujumbura,Burundi,FALSE
20030326,Guadeloupe,Cuba,2,3,Gold Cup qualification,Port of Spain,Trinidad and Tobago,TRUE
20030326,Haiti,Martinique,2,1,Gold Cup qualification,Kingston,Jamaica,TRUE
20030326,Jamaica,St. Lucia,5,0,Gold Cup qualification,Kingston,Jamaica,FALSE
20030326,Mexico,Paraguay,1,1,Friendly,San Diego,USA,TRUE
20030326,Trinidad and Tobago,Antigua and Barbuda,2,0,Gold Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
20030327,Cameroon,Madagascar,2,0,Friendly,Tunis,Tunisia,TRUE
20030327,Laos,Bangladesh,2,1,AFC Asian Cup qualification,Kowloon,Hong Kong,TRUE
20030327,Serbia,Bulgaria,1,2,Friendly,Kruševac,Serbia and Montenegro,FALSE
20030327,Tunisia,Ghana,2,2,Friendly,Tunis,Tunisia,FALSE
20030328,Cuba,Antigua and Barbuda,2,0,Gold Cup qualification,Macoya,Trinidad and Tobago,TRUE
20030328,Jamaica,Martinique,2,2,Gold Cup qualification,Kingston,Jamaica,FALSE
20030328,Japan,Uruguay,2,2,Friendly,Tokyo,Japan,FALSE
20030328,St. Lucia,Haiti,2,1,Gold Cup qualification,Kingston,Jamaica,TRUE
20030328,Trinidad and Tobago,Guadeloupe,1,0,Gold Cup qualification,Macoya,Trinidad and Tobago,FALSE
20030329,Albania,Russia,3,1,UEFA Euro qualification,Shkoder,Albania,FALSE
20030329,Angola,Algeria,1,1,Friendly,Luanda,Angola,FALSE
20030329,Armenia,Northern Ireland,1,0,UEFA Euro qualification,Yerevan,Armenia,FALSE
20030329,Belarus,Moldova,2,1,UEFA Euro qualification,Minsk,Belarus,FALSE
20030329,Bosnia-Herzegovina,Luxembourg,2,0,UEFA Euro qualification,Zenica,Bosnia-Herzegovina,FALSE
20030329,Cape Verde,Togo,2,1,African Cup of Nations qualification,Praia,Cape Verde,FALSE
20030329,Costa Rica,Paraguay,2,1,Friendly,Alajuela,Costa Rica,FALSE
20030329,Croatia,Belgium,4,0,UEFA Euro qualification,Zagreb,Croatia,FALSE
20030329,Cyprus,Israel,1,1,UEFA Euro qualification,Limassol,Cyprus,FALSE
20030329,Estonia,Canada,2,1,Friendly,Tallinn,Estonia,FALSE
20030329,France,Malta,6,0,UEFA Euro qualification,Lens,France,FALSE
20030329,Gabon,Equatorial Guinea,4,0,African Cup of Nations qualification,Libreville,Gabon,FALSE
20030329,Georgia,Ireland,1,2,UEFA Euro qualification,Tbilisi,Georgia,FALSE
20030329,Germany,Lithuania,1,1,UEFA Euro qualification,Nuremberg,Germany,FALSE
20030329,Italy,Finland,2,0,UEFA Euro qualification,Palermo,Italy,FALSE
20030329,Kenya,Mauritania,4,0,African Cup of Nations qualification,Nairobi,Kenya,FALSE
20030329,Korea Republic,Colombia,0,0,Friendly,Busan,Korea Republic,FALSE
20030329,Liechtenstein,England,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE
20030329,Macedonia,Slovakia,0,2,UEFA Euro qualification,Skopje,Macedonia,FALSE
20030329,Malawi,Nigeria,0,1,African Cup of Nations qualification,Blantyre,Malawi,FALSE
20030329,Mauritius,Egypt,0,1,African Cup of Nations qualification,Rose Hill,Mauritius,FALSE
20030329,Netherlands,Czech Republic,1,1,UEFA Euro qualification,Rotterdam,Netherlands,FALSE
20030329,Poland,Hungary,0,0,UEFA Euro qualification,Chorzow,Poland,FALSE
20030329,Portugal,Brazil,2,1,Friendly,Porto,Portugal,FALSE
20030329,Romania,Denmark,2,5,UEFA Euro qualification,Bucharest,Romania,FALSE
20030329,Rwanda,Uganda,0,0,African Cup of Nations qualification,Kigali,Rwanda,FALSE
20030329,Scotland,Iceland,2,1,UEFA Euro qualification,Glasgow,Scotland,FALSE
20030329,Sierra Leone,Morocco,0,0,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE
20030329,South Africa,Madagascar,2,0,Friendly,Johannesburg,South Africa,FALSE
20030329,Sudan,Benin,3,0,African Cup of Nations qualification,Khartoum,Sudan,FALSE
20030329,Tanzania,Zambia,0,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
20030329,Ukraine,Spain,2,2,UEFA Euro qualification,Kyiv,Ukraine,FALSE
20030329,USA,Venezuela,2,0,Friendly,Seattle,USA,FALSE
20030329,Wales,Azerbaijan,4,0,UEFA Euro qualification,Cardiff,Wales,FALSE
20030330,Burundi,Ivory Coast,0,1,African Cup of Nations qualification,Bujumbura,Burundi,FALSE
20030330,Chad,Namibia,2,0,African Cup of Nations qualification,N'Djamena,Chad,FALSE
20030330,Chile,Peru,2,0,Friendly,Santiago,Chile,FALSE
20030330,Eritrea,Mali,0,2,African Cup of Nations qualification,Asmara,Eritrea,FALSE
20030330,Ethiopia,Liberia,1,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,FALSE
20030330,Gambia,Senegal,0,0,African Cup of Nations qualification,Bakau,Gambia,FALSE
20030330,Ghana,Madagascar,3,3,Friendly,Tunis,Tunisia,TRUE
20030330,Guadeloupe,Antigua and Barbuda,2,0,Gold Cup qualification,San Fernando,Trinidad and Tobago,TRUE
20030330,Guinea,Niger,2,0,African Cup of Nations qualification,Conakry,Guinea,FALSE
20030330,Hong Kong,Bangladesh,2,2,AFC Asian Cup qualification,Kowloon,Hong Kong,FALSE
20030330,India,Korea DPR,1,1,AFC Asian Cup qualification,Margao,India,FALSE
20030330,Jamaica,Haiti,3,0,Gold Cup qualification,Kingston,Jamaica,FALSE
20030330,Libya,Botswana,0,0,African Cup of Nations qualification,Tripoli,Libya,FALSE
20030330,Mozambique,Burkina Faso,1,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE
20030330,St. Lucia,Martinique,4,5,Gold Cup qualification,Kingston,Jamaica,TRUE
20030330,Swaziland,Congo DR,1,1,African Cup of Nations qualification,Lobamba,Swaziland,FALSE
20030330,Trinidad and Tobago,Cuba,1,3,Gold Cup qualification,San Fernando,Trinidad and Tobago,FALSE
20030330,Tunisia,Cameroon,1,0,Friendly,Tunis,Tunisia,FALSE
20030330,Zimbabwe,Seychelles,3,1,African Cup of Nations qualification,Harare,Zimbabwe,FALSE
20030402,Albania,Ireland,0,0,UEFA Euro qualification,Tirana,Albania,FALSE
20030402,Belarus,Uzbekistan,2,2,Friendly,Minsk,Belarus,FALSE
20030402,Croatia,Andorra,2,0,UEFA Euro qualification,Varaždin,Croatia,FALSE
20030402,Czech Republic,Austria,4,0,UEFA Euro qualification,Prague,Czech Republic,FALSE
20030402,Denmark,Bosnia-Herzegovina,0,2,UEFA Euro qualification,Copenhagen,Denmark,FALSE
20030402,England,Turkey,2,0,UEFA Euro qualification,Sunderland,England,FALSE
20030402,Estonia,Bulgaria,0,0,UEFA Euro qualification,Tallinn,Estonia,FALSE
20030402,Georgia,Switzerland,0,0,UEFA Euro qualification,Tbilisi,Georgia,FALSE
20030402,Honduras,Paraguay,1,1,Friendly,Tegucigalpa,Honduras,FALSE
20030402,Hungary,Sweden,1,2,UEFA Euro qualification,Budapest,Hungary,FALSE
20030402,Israel,France,1,2,UEFA Euro qualification,Palermo,Italy,TRUE
20030402,Lithuania,Scotland,1,0,UEFA Euro qualification,Kaunas,Lithuania,FALSE
20030402,Luxembourg,Norway,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
20030402,Macedonia,Portugal,0,1,Friendly,Lausanne,Switzerland,TRUE
20030402,Moldova,Netherlands,1,2,UEFA Euro qualification,Tiraspol,Moldova,FALSE
20030402,Northern Ireland,Greece,0,2,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
20030402,Peru,Chile,3,0,Friendly,Lima,Peru,FALSE
20030402,Poland,San Marino,5,0,UEFA Euro qualification,Ostrowiec Świętokrzyski,Poland,FALSE
20030402,Slovakia,Liechtenstein,4,0,UEFA Euro qualification,Trnava,Slovakia,FALSE
20030402,Slovenia,Cyprus,4,1,UEFA Euro qualification,Ljubljana,Slovenia,FALSE
20030402,Spain,Armenia,3,0,UEFA Euro qualification,Leon,Spain,FALSE
20030402,Ukraine,Latvia,1,0,Friendly,Kyiv,Ukraine,FALSE
20030402,Venezuela,Jamaica,2,0,Friendly,Caracas,Venezuela,FALSE
20030416,Korea Republic,Japan,0,1,Friendly,Seoul,Korea Republic,FALSE
20030420,Zimbabwe,Angola,1,0,COSAFA Cup,Harare,Zimbabwe,FALSE
20030423,Bhutan,Guam,6,0,AFC Asian Cup qualification,Thimphu,Bhutan,FALSE
20030423,Martinique,Trinidad and Tobago,3,2,Gold Cup qualification,Fort-de-France,Martinique,FALSE
20030424,Algeria,Madagascar,3,1,Friendly,Amiens,France,TRUE
20030425,Guam,Mongolia,0,5,AFC Asian Cup qualification,Thimphu,Bhutan,TRUE
20030425,Trinidad and Tobago,Honduras,0,2,Gold Cup qualification,Riviere-Pilote,Martinique,TRUE
20030427,Bhutan,Mongolia,0,0,AFC Asian Cup qualification,Thimphu,Bhutan,FALSE
20030427,Faroe Islands,Kazakhstan,3,2,Friendly,Toftir,Faroe Islands,FALSE
20030427,Madagascar,Mali,0,2,Friendly,Paris,France,TRUE
20030427,Martinique,Honduras,2,4,Gold Cup qualification,Fort-de-France,Martinique,FALSE
20030429,Faroe Islands,Kazakhstan,2,1,Friendly,Torshavn,Faroe Islands,FALSE
20030430,Andorra,Estonia,0,2,UEFA Euro qualification,Sant Julia de Loria,Andorra,FALSE
20030430,Belgium,Poland,3,1,Friendly,Brussels,Belgium,FALSE
20030430,Bulgaria,Albania,2,0,Friendly,Sofia,Bulgaria,FALSE
20030430,Chile,Costa Rica,1,0,Friendly,Santiago,Chile,FALSE
20030430,Czech Republic,Turkey,4,0,Friendly,Teplice,Czech Republic,FALSE
20030430,Denmark,Ukraine,1,0,Friendly,Copenhagen,Denmark,FALSE
20030430,Finland,Iceland,3,0,Friendly,Vantaa,Finland,FALSE
20030430,France,Egypt,5,0,Friendly,Saint-Denis,France,FALSE
20030430,Georgia,Russia,1,0,UEFA Euro qualification,Tbilisi,Georgia,FALSE
20030430,Germany,Serbia,1,0,Friendly,Bremen,Germany,FALSE
20030430,Honduras,Colombia,0,0,Friendly,Miami,USA,TRUE
20030430,Hungary,Luxembourg,5,1,Friendly,Budapest,Hungary,FALSE
20030430,Ireland,Norway,1,0,Friendly,Dublin,Ireland,FALSE
20030430,Israel,Cyprus,2,0,UEFA Euro qualification,Palermo,Italy,TRUE
20030430,Latvia,San Marino,3,0,UEFA Euro qualification,Riga,Latvia,FALSE
20030430,Libya,Argentina,1,3,Friendly,Tripoli,Libya,FALSE
20030430,Liechtenstein,Saudi Arabia,1,0,Friendly,Vaduz,Liechtenstein,FALSE
20030430,Lithuania,Romania,0,1,Friendly,Kaunas,Lithuania,FALSE
20030430,Malta,Slovenia,1,3,UEFA Euro qualification,Attard,Malta,FALSE
20030430,Mexico,Brazil,0,0,Friendly,Guadalajara,Mexico,FALSE
20030430,Morocco,Ivory Coast,0,1,Friendly,Rabat,Morocco,FALSE
20030430,Netherlands,Portugal,1,1,Friendly,Eindhoven,Netherlands,FALSE
20030430,Peru,Paraguay,0,1,Friendly,Lima,Peru,FALSE
20030430,Scotland,Austria,0,2,Friendly,Glasgow,Scotland,FALSE
20030430,Slovakia,Greece,2,2,Friendly,Žilina,Slovakia,FALSE
20030430,South Africa,Jamaica,0,0,Friendly,Cape Town,South Africa,FALSE
20030430,Spain,Ecuador,4,0,Friendly,Madrid,Spain,FALSE
20030430,Sweden,Croatia,1,2,Friendly,Solna,Sweden,FALSE
20030430,Switzerland,Italy,1,2,Friendly,Geneva,Switzerland,FALSE
20030430,Tunisia,Senegal,1,0,Friendly,Tunis,Tunisia,FALSE
20030430,Uzbekistan,Belarus,1,2,Friendly,Tashkent,Uzbekistan,FALSE
20030430,Venezuela,Trinidad and Tobago,3,0,Friendly,San Cristobal,Venezuela,FALSE
20030501,Fiji,Tuvalu,9,0,Friendly,Suva,Fiji,FALSE
20030504,Congo,Central African Republic,2,1,African Cup of Nations qualification,Brazzaville,Congo,FALSE
20030505,Guernsey,Jersey,3,3,Friendly,St. Sampson,Guernsey,FALSE
20030508,USA,Mexico,0,0,Friendly,Houston,USA,FALSE
20030516,Lesotho,Botswana,1,2,Friendly,Maseru,Lesotho,FALSE
20030517,Malawi,Zambia,0,1,Friendly,Blantyre,Malawi,FALSE
20030518,Jersey,Guernsey,1,0,Friendly,St. Helier,Jersey,FALSE
20030521,Lesotho,Malawi,0,0,Friendly,Maseru,Lesotho,FALSE
20030521,Uganda,Sudan,0,0,Friendly,Kampala,Uganda,FALSE
20030522,Norway,Finland,2,0,Friendly,Oslo,Norway,FALSE
20030522,South Africa,England,1,2,Friendly,Durban,South Africa,FALSE
20030524,Botswana,Malawi,1,1,COSAFA Cup,Gaborone,Botswana,FALSE
20030524,Sudan,Kenya,1,1,Friendly,Khartoum,Sudan,FALSE
20030525,Jamaica,Nigeria,3,2,Friendly,Kingston,Jamaica,FALSE
20030525,Lesotho,Swaziland,2,1,Friendly,Maseru,Lesotho,FALSE
20030525,Togo,Benin,3,1,Friendly,Lome,Togo,FALSE
20030526,USA,Wales,2,0,Friendly,San Jose,USA,FALSE
20030527,Scotland,New Zealand,1,1,Friendly,Edinburgh,Scotland,FALSE
20030529,Algeria,Burkina Faso,0,1,Friendly,Amiens,France,TRUE
20030530,Nigeria,Ghana,3,1,Friendly,Abuja,Nigeria,FALSE
20030531,Gabon,Angola,1,1,Friendly,Libreville,Gabon,FALSE
20030531,Gambia,Mauritania,4,1,Friendly,Banjul,Gambia,FALSE
20030531,Japan,Korea Republic,0,1,Friendly,Tokyo,Japan,FALSE
20030531,Kenya,Trinidad and Tobago,1,1,Friendly,Nairobi,Kenya,FALSE
20030531,Senegal,Cape Verde,2,1,Friendly,Dakar,Senegal,FALSE
20030531,Uganda,Tanzania,1,0,Friendly,Kampala,Uganda,FALSE
20030601,Germany,Canada,4,1,Friendly,Wolfsburg,Germany,FALSE
20030603,England,Serbia,2,1,Friendly,Leicester,England,FALSE
20030603,Guadeloupe,French Guyana,1,0,Friendly,Saint-Brieuc,France,TRUE
20030603,Italy,Northern Ireland,2,0,Friendly,Campobasso,Italy,FALSE
20030603,Uganda,Libya,3,2,Friendly,Kampala,Uganda,FALSE
20030606,Mauritania,Kenya,0,0,African Cup of Nations qualification,Nouakchott,Mauritania,FALSE
20030606,Poland,Kazakhstan,3,0,Friendly,Poznań,Poland,FALSE
20030606,Portugal,Paraguay,0,0,Friendly,Braga,Portugal,FALSE
20030607,Belarus,Netherlands,0,2,UEFA Euro qualification,Minsk,Belarus,FALSE
20030607,Botswana,Libya,0,1,African Cup of Nations qualification,Gaborone,Botswana,FALSE
20030607,Bulgaria,Belgium,2,2,UEFA Euro qualification,Sofia,Bulgaria,FALSE
20030607,Burkina Faso,Mozambique,4,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE
20030607,Denmark,Norway,1,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE
20030607,Estonia,Andorra,2,0,UEFA Euro qualification,Tallinn,Estonia,FALSE
20030607,Finland,Serbia,3,0,UEFA Euro qualification,Helsinki,Finland,FALSE
20030607,Hungary,Latvia,3,1,UEFA Euro qualification,Budapest,Hungary,FALSE
20030607,Iceland,Faroe Islands,2,1,UEFA Euro qualification,Reykjavik,Iceland,FALSE
20030607,Ireland,Albania,2,1,UEFA Euro qualification,Dublin,Ireland,FALSE
20030607,Israel,Slovenia,0,0,UEFA Euro qualification,Antalya,Turkey,TRUE
20030607,Macedonia,Liechtenstein,3,1,UEFA Euro qualification,Skopje,Macedonia,FALSE
20030607,Mali,Eritrea,1,0,African Cup of Nations qualification,Bamako,Mali,FALSE
20030607,Malta,Cyprus,1,2,UEFA Euro qualification,Attard,Malta,FALSE
20030607,Moldova,Austria,1,0,UEFA Euro qualification,Tiraspol,Moldova,FALSE
20030607,Namibia,Chad,2,1,African Cup of Nations qualification,Windhoek,Namibia,FALSE
20030607,Niger,Guinea,1,0,African Cup of Nations qualification,Niamey,Niger,FALSE
20030607,Nigeria,Malawi,4,1,African Cup of Nations qualification,Abuja,Nigeria,FALSE
20030607,Romania,Bosnia-Herzegovina,2,0,UEFA Euro qualification,Craiova,Romania,FALSE
20030607,San Marino,Sweden,0,6,UEFA Euro qualification,Serravalle,San Marino,FALSE
20030607,Scotland,Germany,1,1,UEFA Euro qualification,Glasgow,Scotland,FALSE
20030607,Senegal,Gambia,3,1,African Cup of Nations qualification,Dakar,Senegal,FALSE
20030607,Seychelles,Zimbabwe,2,1,African Cup of Nations qualification,Victoria,Seychelles,FALSE
20030607,Slovakia,Turkey,0,1,UEFA Euro qualification,Bratislava,Slovakia,FALSE
20030607,Spain,Greece,0,1,UEFA Euro qualification,Zaragoza,Spain,FALSE
20030607,Switzerland,Russia,2,2,UEFA Euro qualification,Basel,Switzerland,FALSE
20030607,Uganda,Rwanda,0,1,African Cup of Nations qualification,Kampala,Uganda,FALSE
20030607,Ukraine,Armenia,4,3,UEFA Euro qualification,L'viv,Ukraine,FALSE
20030607,Venezuela,Honduras,2,1,Friendly,Miami,USA,TRUE
20030607,Zambia,Tanzania,2,0,African Cup of Nations qualification,Lusaka,Zambia,FALSE
20030608,Benin,Sudan,3,0,African Cup of Nations qualification,Cotonou,Benin,FALSE
20030608,Central African Republic,Congo,0,0,African Cup of Nations qualification,Bangui,Central African Republic,FALSE
20030608,Colombia,Ecuador,0,0,Friendly,Madrid,Spain,TRUE
20030608,Congo DR,Swaziland,2,0,African Cup of Nations qualification,Kinshasa,Congo DR,FALSE
20030608,Costa Rica,Chile,1,0,Friendly,San Jose,Costa Rica,FALSE
20030608,Egypt,Mauritius,7,0,African Cup of Nations qualification,Cairo,Egypt,FALSE
20030608,Equatorial Guinea,Gabon,2,1,African Cup of Nations qualification,Bata,Equatorial Guinea,FALSE
20030608,Ivory Coast,Burundi,6,1,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE
20030608,Japan,Argentina,1,4,Kirin Cup,Osaka,Japan,FALSE
20030608,Korea Republic,Uruguay,0,2,Friendly,Seoul,Korea Republic,FALSE
20030608,Liberia,Ethiopia,1,0,African Cup of Nations qualification,Monrovia,Liberia,FALSE
20030608,Morocco,Sierra Leone,1,0,African Cup of Nations qualification,Casablanca,Morocco,FALSE
20030608,Togo,Cape Verde,5,2,African Cup of Nations qualification,Lome,Togo,FALSE
20030608,USA,New Zealand,2,1,Friendly,Richmond,USA,FALSE
20030610,Botswana,Trinidad and Tobago,0,0,Friendly,Gaborone,Botswana,FALSE
20030610,Portugal,Bolivia,4,0,Friendly,Oeiras,Portugal,FALSE
20030611,Austria,Belarus,5,0,UEFA Euro qualification,Innsbruck,Austria,FALSE
20030611,Azerbaijan,Serbia,2,1,UEFA Euro qualification,Baku,Azerbaijan,FALSE
20030611,Belgium,Andorra,3,0,UEFA Euro qualification,Ghent,Belgium,FALSE
20030611,Czech Republic,Moldova,5,0,UEFA Euro qualification,Olomouc,Czech Republic,FALSE
20030611,Ecuador,Peru,2,2,Friendly,East Rutherford,USA,TRUE
20030611,England,Slovakia,2,1,UEFA Euro qualification,Middlesbrough,England,FALSE
20030611,Estonia,Croatia,0,1,UEFA Euro qualification,Tallinn,Estonia,FALSE
20030611,Faroe Islands,Germany,0,2,UEFA Euro qualification,Torshavn,Faroe Islands,FALSE
20030611,Finland,Italy,0,2,UEFA Euro qualification,Helsinki,Finland,FALSE
20030611,Greece,Ukraine,1,0,UEFA Euro qualification,Athens,Greece,FALSE
20030611,Honduras,Chile,1,2,Friendly,San Pedro Sula,Honduras,FALSE
20030611,Ireland,Georgia,2,0,UEFA Euro qualification,Dublin,Ireland,FALSE
20030611,Japan,Paraguay,0,0,Kirin Cup,Saitama,Japan,FALSE
20030611,Korea Republic,Argentina,0,1,Friendly,Seoul,Korea Republic,FALSE
20030611,Lithuania,Iceland,0,3,UEFA Euro qualification,Kaunas,Lithuania,FALSE
20030611,Luxembourg,Denmark,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
20030611,Nigeria,Brazil,0,3,Friendly,Abuja,Nigeria,FALSE
20030611,Northern Ireland,Spain,0,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
20030611,Norway,Romania,1,1,UEFA Euro qualification,Oslo,Norway,FALSE
20030611,San Marino,Hungary,0,5,UEFA Euro qualification,Serravalle,San Marino,FALSE
20030611,Sweden,Poland,3,0,UEFA Euro qualification,Solna,Sweden,FALSE
20030611,Switzerland,Albania,3,2,UEFA Euro qualification,Geneva,Switzerland,FALSE
20030611,Turkey,Macedonia,3,2,UEFA Euro qualification,Istanbul,Turkey,FALSE
20030613,Andorra,Gabon,0,2,Friendly,Sant Julia de Loria,Andorra,FALSE
20030613,Ghana,Kenya,1,3,Friendly,Accra,Ghana,FALSE
20030614,Papua New Guinea,Solomon Islands,3,5,Friendly,Port Moresby,Papua New Guinea,FALSE
20030614,Senegal,Lesotho,3,0,African Cup of Nations qualification,Dakar,Senegal,FALSE
20030614,South Africa,Trinidad and Tobago,2,1,Friendly,Port Elizabeth,South Africa,FALSE
20030618,France,Colombia,1,0,Confederations Cup,Lyon,France,FALSE
20030618,New Zealand,Japan,0,3,Confederations Cup,Saint-Denis,France,TRUE
20030619,Brazil,Cameroon,0,1,Confederations Cup,Saint-Denis,France,TRUE
20030619,Turkey,USA,2,1,Confederations Cup,Saint-Etienne,France,TRUE
20030620,Algeria,Namibia,1,0,African Cup of Nations qualification,Blida,Algeria,FALSE
20030620,Colombia,New Zealand,3,1,Confederations Cup,Lyon,France,TRUE
20030620,Egypt,Madagascar,6,0,African Cup of Nations qualification,Port Said,Egypt,FALSE
20030620,France,Japan,2,1,Confederations Cup,Saint-Etienne,France,FALSE
20030620,Morocco,Gabon,2,0,African Cup of Nations qualification,Rabat,Morocco,FALSE
20030621,Brazil,USA,1,0,Confederations Cup,Lyon,France,TRUE
20030621,Burkina Faso,Congo,3,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE
20030621,Cameroon,Turkey,1,0,Confederations Cup,Saint-Denis,France,TRUE
20030621,Cape Verde,Mauritania,3,0,African Cup of Nations qualification,Praia,Cape Verde,FALSE
20030621,Eritrea,Seychelles,1,0,African Cup of Nations qualification,Asmara,Eritrea,FALSE
20030621,Liberia,Guinea,1,2,African Cup of Nations qualification,Accra,Ghana,TRUE
20030621,Nigeria,Angola,2,2,African Cup of Nations qualification,Benin City,Nigeria,FALSE
20030621,Zambia,Sudan,1,1,African Cup of Nations qualification,Lusaka,Zambia,FALSE
20030622,Congo DR,Libya,2,1,African Cup of Nations qualification,Kinshasa,Congo DR,FALSE
20030622,Ethiopia,Niger,2,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,FALSE
20030622,France,New Zealand,5,0,Confederations Cup,Saint-Denis,France,FALSE
20030622,Ghana,Uganda,1,1,African Cup of Nations qualification,Kumasi,Ghana,FALSE
20030622,Guatemala,Honduras,1,2,Friendly,Carson,USA,TRUE
20030622,Japan,Colombia,0,1,Confederations Cup,Saint-Etienne,France,TRUE
20030622,Mali,Zimbabwe,0,0,African Cup of Nations qualification,Bamako,Mali,FALSE
20030622,Mozambique,Central African Republic,1,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE
20030622,Sierra Leone,Equatorial Guinea,2,0,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE
20030622,South Africa,Ivory Coast,2,1,African Cup of Nations qualification,Polokwane,South Africa,FALSE
20030622,Swaziland,Botswana,3,2,African Cup of Nations qualification,Lobamba,Swaziland,FALSE
20030622,Tanzania,Benin,0,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
20030622,Togo,Kenya,2,0,African Cup of Nations qualification,Lome,Togo,FALSE
20030623,Brazil,Turkey,2,2,Confederations Cup,Saint-Etienne,France,TRUE
20030623,USA,Cameroon,0,0,Confederations Cup,Lyon,France,TRUE
20030626,Cameroon,Colombia,1,0,Confederations Cup,Lyon,France,TRUE
20030626,France,Turkey,3,2,Confederations Cup,Saint-Denis,France,FALSE
20030626,Peru,Venezuela,1,0,Friendly,Miami,USA,TRUE
20030627,Panama,Cuba,2,0,Friendly,Panama City,Panama,FALSE
20030628,Colombia,Turkey,1,2,Confederations Cup,Saint-Etienne,France,TRUE
20030629,France,Cameroon,1,0,Confederations Cup,Saint-Denis,France,FALSE
20030629,Honduras,El Salvador,1,1,Friendly,Tegucigalpa,Honduras,FALSE
20030629,Panama,Cuba,1,0,Friendly,Panama City,Panama,FALSE
20030630,Fiji,Vanuatu,0,0,South Pacific Games,Suva,Fiji,FALSE
20030630,Papua New Guinea,New Caledonia,0,2,South Pacific Games,Suva,Fiji,TRUE
20030630,Tahiti,Micronesia FS,17,0,South Pacific Games,Suva,Fiji,TRUE
20030630,Tuvalu,Kiribati,3,2,South Pacific Games,Suva,Fiji,TRUE
20030701,Fiji,Tuvalu,4,0,South Pacific Games,Suva,Fiji,FALSE
20030701,Micronesia FS,New Caledonia,0,18,South Pacific Games,Suva,Fiji,TRUE
20030701,Papua New Guinea,Tonga,2,2,South Pacific Games,Suva,Fiji,TRUE
20030701,Solomon Islands,Vanuatu,2,2,South Pacific Games,Suva,Fiji,TRUE
20030702,El Salvador,Paraguay,0,1,Friendly,San Francisco,USA,TRUE
